"Submission.ID","Common.Name","Scientific.Name","Taxonomic.Order","Count","State.Province","County","Location","Latitude","Longitude","Date","Time","Protocol","Duration..Min.","All.Obs.Reported","Distance.Traveled..km.","Area.Covered..ha.","Number.of.Observers","Breeding.Code","Species.Comments","Checklist.Comments","Type.1","Grid.no","AM.PM","Segment","Habitat","Sal","Mix","Grass","Range","Species.category","valid"
"S35408032","Alexandrine Parakeet","Psittacula eupatria",11587.4,1,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-18-2017","05:22 PM","eBird - Traveling Count",7,1,0.2,NA,5,"","","Team Baza  Location E5 Kanhari b8 - 22.2867980.63931","Transect","E5","PM",8,"Mix 1.0",0,1,0,"Kanha","species",1
"S35323470","Alexandrine Parakeet","Psittacula eupatria",11587.4,1,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-18-2017","05:34 PM","eBird - Traveling Count",13,1,0.2,NA,5,"","","Segment 9 of transect mundidadar in grid E6","Transect","E6","PM",9,"Mix 1.0",0,1,0,"Kanha","species",1
"S35340827","Alexandrine Parakeet","Psittacula eupatria",11587.4,1,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-19-2017","06:37 AM","eBird - Traveling Count",12,1,0.2,NA,5,"","","G8 Advar segment 2","Transect","G8","AM",2,"",NA,NA,NA,"Bhaisanghat","species",1
"S35364949","Alexandrine Parakeet","Psittacula eupatria",11587.4,5,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-19-2017","06:45 AM","eBird - Traveling Count",20,1,3,NA,5,"","In flight","Travelling from sukhdi camp to transect start point in H10 grid","General","","AM",NA,"",NA,NA,NA,NA,"species",1
"S35508374","Alexandrine Parakeet","Psittacula eupatria",11587.4,1,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-19-2017","06:56 AM","eBird - Traveling Count",19,1,0.2,NA,4,"","","Lat: 22.359089  Long:80.636033    Habitat type: Dry, deciduous forest     D6 - segment1","Transect","D6","AM",1,"Mix 1.0",0,1,0,"Sarhi","species",1
"S35323623","Alexandrine Parakeet","Psittacula eupatria",11587.4,1,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-19-2017","06:56 AM","eBird - Traveling Count",15,1,0.2,NA,6,"","","H7  Segment-03  22.120235, 80.742770  Mixed-100%","Transect","H7","AM",3,"Mix 1.0",0,1,0,"Mukki","species",1
"S35346106","Alexandrine Parakeet","Psittacula eupatria",11587.4,1,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-19-2017","07:09 AM","eBird - Traveling Count",15,1,0.2,NA,3,"","","22123907   80540780  N 22°12°39.07' E 80°54°07.80'   Name Of Range : SUPKHAR  Name of Grid : 07 / F10  FG : KURKUTI  PLACE : JAITPURI FRH ( ACCOMADATION / 2, VEHICLE / BULERO 09)  PERSONS : (1)LAKSHMIKANT RAJARAM NEVE, (2)Prabhakar.S.JOSHI,(3)JITESH PANDE  (4)NANDKISHORE PATLE(FOREST GUARD),(5)SUNNY DAS(SHRAMIK),(6)BIREN YADAV(SHRAMIK),(7)BASAN KUMAR(SHRAMIK)  Third Lap of 200M....07.09 To 07.30 &#61; 21 MIN  Continous Updation in process ref to Audio Calls & photographs.  Most of the photographs shoot by our Mr.Jitesh Pande","Transect","F10","AM",3,"Mix 1.0",0,1,0,"Supkhar","species",1
"S35323627","Alexandrine Parakeet","Psittacula eupatria",11587.4,1,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-19-2017","07:12 AM","eBird - Traveling Count",13,1,0.2,NA,6,"","","H7  Segment-04  22.121599, 80.741499  Mixed-100%","Transect","H7","AM",4,"Mix 1.0",0,1,0,"Mukki","species",1
"S35508360","Alexandrine Parakeet","Psittacula eupatria",11587.4,2,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-19-2017","07:15 AM","eBird - Traveling Count",19,1,0.2,NA,4,"","","Lat:22.358281  Long:80.634361  Habitat type: Dry, deciduous forest     D6 - segment2","Transect","D6","AM",2,"Mix 1.0",0,1,0,"Sarhi","species",1
"S35508361","Alexandrine Parakeet","Psittacula eupatria",11587.4,2,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-19-2017","07:35 AM","eBird - Traveling Count",16,1,0.2,NA,3,"","","Lat:22.357499  Long:80.632505  Habitat type: Dry, deciduous forest     D6 - segment3","Transect","D6","AM",3,"Mix 1.0",0,1,0,"Sarhi","species",1
"S35366184","Alexandrine Parakeet","Psittacula eupatria",11587.4,4,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-19-2017","07:48 AM","eBird - Traveling Count",20,1,0.2,NA,4,"","","D3, Khatia transect, Seg 5. 100% Sal, 456m alt  Start: 22.317154, 80.535007    <a href=""https://www.flickr.com/photos/87572701@N07/33560416066/in/dateposted-public/"" title=""DSCN5957 Khatia transect, Seg 5""><img src=""https://c1.staticflickr.com/4/3937/33560416066_3f8d4192fd_z.jpg"" alt=""DSCN5957 Khatia transect, Seg 5"" /></a>","Transect","D3","AM",5,"Mix 1.0",0,1,0,"Kisli","species",1
"S35344480","Alexandrine Parakeet","Psittacula eupatria",11587.4,1,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-19-2017","07:53 AM","eBird - Traveling Count",19,1,0.2,NA,6,"","","Team Name- Robin Rondha C4 Segment 4  Starting  Lattitude: 22.371068  Longitude:80.577932","Transect","C4","AM",4,"Mix 1.0",0,1,0,"Sarhi","species",1
"S35323512","Alexandrine Parakeet","Psittacula eupatria",11587.4,7,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-19-2017","08:04 AM","eBird - Traveling Count",13,1,0.2,NA,5,"","","22.29065/ 80.52999 400 meter mark second list","Transect","E3","AM",3,"Sal 1.0",1,0,0,"Kisli","species",1
"S35366183","Alexandrine Parakeet","Psittacula eupatria",11587.4,1,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-19-2017","08:08 AM","eBird - Traveling Count",15,1,0.2,NA,4,"","","D3, Khatia transect, Seg 6. 100% mixed forest, 497 alt  Start: 22.316695, 80.537316      <a href=""https://www.flickr.com/photos/87572701@N07/33217797590/in/dateposted-public/"" title=""DSCN5958 Khatia transect, Seg 6""><img src=""https://c1.staticflickr.com/4/3734/33217797590_17aef348b9_z.jpg"" alt=""DSCN5958 Khatia transect, Seg 6"" /></a>","Transect","D3","AM",6,"Mix 1.0",0,1,0,"Kisli","species",1
"S35323513","Alexandrine Parakeet","Psittacula eupatria",11587.4,5,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-19-2017","08:17 AM","eBird - Traveling Count",34,1,0.2,NA,5,"","","22.29007 /80.53165.   -- 600 to 800 mt","Transect","E3","AM",4,"Sal 1.0",1,0,0,"Kisli","species",1
"S35344478","Alexandrine Parakeet","Psittacula eupatria",11587.4,3,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-19-2017","08:19 AM","eBird - Traveling Count",11,1,0.2,NA,6,"","","Team Name- Robin Rondha C4 Segment 6  Starting  Lattitude:22.37552   Longitude:80.577913","Transect","C4","AM",6,"Mix 1.0",0,1,0,"Sarhi","species",1
"S35366182","Alexandrine Parakeet","Psittacula eupatria",11587.4,2,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-19-2017","08:24 AM","eBird - Traveling Count",15,1,0.2,NA,4,"","","D3, Khatia transect, Seg 7. 100% mixed forest, 479 alt  Start: 22.316244, 80.538874    <a href=""https://www.flickr.com/photos/87572701@N07/33217794780/in/dateposted-public/"" title=""DSCN5959 Khatia transect, Seg 7""><img src=""https://c1.staticflickr.com/3/2909/33217794780_f79b5b035d_z.jpg"" alt=""DSCN5959 Khatia transect, Seg 7"" /></a>","Transect","D3","AM",7,"Mix 1.0",0,1,0,"Kisli","species",1
"S35387480","Alexandrine Parakeet","Psittacula eupatria",11587.4,2,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-19-2017","08:27 AM","eBird - Traveling Count",15,1,0.2,NA,7,"","","N 22°12°19.06'   E 80°54°09.00'   Name Of Range : SUPKHAR  Name of Grid : 07 / F10  FG : KURKUTI  PLACE : JAITPURI FRH ( ACCOMADATION / 2, VEHICLE / BULERO 09)  PERSONS : (1)LAKSHMIKANT RAJARAM NEVE, (2)Prabhakar.S.JOSHI,(3)JITESH PANDE  (4)NANDKISHORE PATLE(FOREST GUARD),(5)SUNNY DAS(SHRAMIK),(6)BIREN YADAV(SHRAMIK),(7)BASAN KUMAR(SHRAMIK)  Seventh Lap of 200M....08.27 To 09.00 &#61; 33 MIN (BREAK)  Continous Updation in process ref to Audio Calls & photographs.  Most of the photographs shoot by our Mr.Jitesh Pande      Unkonown....roughous front...geryish head..tail  Nala    stopped...break","Transect","F10","AM",7,"Mix 1.0",0,1,0,"Supkhar","species",1
"S35508330","Alexandrine Parakeet","Psittacula eupatria",11587.4,1,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-19-2017","08:35 AM","eBird - Traveling Count",13,1,0.2,NA,4,"","","22 15 51.6  80 40 29.3  5th segment","Transect","F6","AM",5,"Sal 1.0",1,0,0,"Kanha","species",1
"S35344476","Alexandrine Parakeet","Psittacula eupatria",11587.4,8,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-19-2017","08:46 AM","eBird - Traveling Count",17,1,0.2,NA,6,"","","Team Name - Robin Rondha C4 Segment 8  Starting  Lattitude: 22.378641  Longitude:80.577962","Transect","C4","AM",8,"Mix 1.0",0,1,0,"Sarhi","species",1
"S35508331","Alexandrine Parakeet","Psittacula eupatria",11587.4,4,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-19-2017","08:48 AM","eBird - Traveling Count",11,1,0.2,NA,4,"","","6th starting gps  22 15 77.2  80 40 24.6","Transect","F6","AM",6,"Sal 1.0",1,0,0,"Kanha","species",1
"S35344475","Alexandrine Parakeet","Psittacula eupatria",11587.4,2,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-19-2017","09:03 AM","eBird - Traveling Count",6,1,0.2,NA,6,"","","Team Name- Robin Rondha C4 Segment 9  Starting  Lattitude:22.380424  Longitude:80.577596","Transect","C4","AM",9,"Mix 1.0",0,1,0,"Sarhi","species",1
"S35323703","Alexandrine Parakeet","Psittacula eupatria",11587.4,2,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-19-2017","09:30 AM","eBird - Traveling Count",15,1,0.2,NA,4,"","","22 14 37.04  80 38 46.22  Alt 672meter  Hilly terrain mix  22 14 42.35  80 38 46.01  Alt 652 meter","Transect","F5","AM",10,"Mix 1.0",0,1,0,"Kanha","species",1
"S35407998","Alexandrine Parakeet","Psittacula eupatria",11587.4,1,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-19-2017","10:15 AM","eBird - Traveling Count",17,1,0.2,NA,4,"","","Team Baza  Location D4 sonf b 10 - 22.3469380.59498  22.3485580.59486  Wild dog, mixed deciduous, pond at the end,","Transect","D4","AM",10,"",NA,NA,NA,"Sarhi","species",1
"S35323709","Alexandrine Parakeet","Psittacula eupatria",11587.4,2,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-19-2017","04:00 PM","eBird - Traveling Count",11,1,0.2,NA,4,"","","","Transect","D6","PM",1,"Mix 1.0",0,1,0,"Sarhi","species",1
"S35366172","Alexandrine Parakeet","Psittacula eupatria",11587.4,1,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-19-2017","04:04 PM","eBird - Traveling Count",15,1,0.2,NA,4,"","","D3, Khatia transect, Seg 4. 50% mixed forest, 50% Sal. 462m alt  Start: 22.317694, 80.533161","Transect","D3","PM",4,"Sal 0.5, Mix 0.5",0.5,0.5,0,"Kisli","species",1
"S35344469","Alexandrine Parakeet","Psittacula eupatria",11587.4,3,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-19-2017","04:05 PM","eBird - Traveling Count",17,1,0.2,NA,6,"","","Team Name - Robin Rondha C4 Segment 4  Starting  Lattitude: 22.378640  Longitude:80.577959","Transect","C4","PM",4,"Mix 1.0",0,1,0,"Sarhi","species",1
"S35323710","Alexandrine Parakeet","Psittacula eupatria",11587.4,2,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-19-2017","04:11 PM","eBird - Traveling Count",12,1,0.2,NA,4,"","","","Transect","D6","PM",2,"Mix 1.0",0,1,0,"Sarhi","species",1
"S35344468","Alexandrine Parakeet","Psittacula eupatria",11587.4,3,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-19-2017","04:22 PM","eBird - Traveling Count",16,1,0.2,NA,6,"","","Team Name - Robin Rondha C4 Segment 5  Starting  Lattitude:22.37695   Longitude:80.578072","Transect","C4","PM",5,"Mix 1.0",0,1,0,"Sarhi","species",1
"S35323718","Alexandrine Parakeet","Psittacula eupatria",11587.4,1,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-19-2017","04:31 PM","eBird - Traveling Count",18,1,0.2,NA,4,"","","","Transect","D6","PM",4,"Mix 1.0",0,1,0,"Sarhi","species",1
"S35508340","Alexandrine Parakeet","Psittacula eupatria",11587.4,1,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-19-2017","04:44 PM","eBird - Traveling Count",10,1,0.2,NA,4,"","","Segment 5 bhuindabra   Sal forest","Transect","F6","PM",5,"Sal 1.0",1,0,0,"Kanha","species",1
"S35346097","Alexandrine Parakeet","Psittacula eupatria",11587.4,2,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-19-2017","04:51 PM","eBird - Traveling Count",15,1,0.2,NA,6,"","","N 22°12°16.60'   E 80°54°08.80' (Here GPS READINGS WERE CONFUSING)  Name Of Range : SUPKHAR  Name of Grid : 07 / F10  FG : KURKUTI  PLACE : JAITPURI FRH ( ACCOMADATION / 2, VEHICLE / BULERO 09)  PERSONS : (1)LAKSHMIKANT RAJARAM NEVE, (2)Prabhakar.S.JOSHI,(3)JITESH PANDE  (4)NANDKISHORE PATLE(FOREST GUARD),(5)SUNNY DAS(SHRAMIK),(6)BIREN YADAV(SHRAMIK),  7/8 Lap of 200M....04.51 To 05.03 &#61;&#61;12 MIN  Continous Updation in process ref to Audio Calls & photographs.  Most of the photographs shoot by our Mr.Jitesh Pande    Tiger Presence,GPS CONFUSING,RAIN STARTED","Transect","F10","PM",7,"Mix 1.0",0,1,0,"Supkhar","species",1
"S35344466","Alexandrine Parakeet","Psittacula eupatria",11587.4,3,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-19-2017","04:57 PM","eBird - Traveling Count",19,1,0.2,NA,6,"","","Team Name - Robin Rondha C4 Segment 7  Starting  Lattitude: 22.373334  Longitude:80.577946","Transect","C4","PM",7,"Mix 1.0",0,1,0,"Sarhi","species",1
"S35323435","Alexandrine Parakeet","Psittacula eupatria",11587.4,1,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-19-2017","05:02 PM","eBird - Traveling Count",11,1,0.2,NA,4,"","","Segment 7 bhuindabra   Sal forest","Transect","F6","PM",7,"Sal 1.0",1,0,0,"Kanha","species",1
"S36273132","Alexandrine Parakeet","Psittacula eupatria",11587.4,7,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-19-2017","05:30 PM","eBird - Traveling Count",25,1,1,NA,4,"","","22 16 25.3  80 37 22.7  Alt 601 meter  Kanha meadow","General","F5","PM",NA,"",NA,NA,NA,"Kanha","species",1
"S35508344","Alexandrine Parakeet","Psittacula eupatria",11587.4,2,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-19-2017","05:35 PM","eBird - Traveling Count",10,1,0.2,NA,4,"","","Segment 10 bhuindabra","Transect","F6","PM",10,"Sal 1.0",1,0,0,"Kanha","species",1
"S35408013","Alexandrine Parakeet","Psittacula eupatria",11587.4,1,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-19-2017","05:49 PM","eBird - Traveling Count",5,1,0.2,NA,4,"","","Team Baza  Location D4 Sonf 9 - 22.3454280.59505","Transect","D4","PM",9,"",NA,NA,NA,"Sarhi","species",1
"S35408015","Alexandrine Parakeet","Psittacula eupatria",11587.4,3,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-19-2017","05:54 PM","eBird - Traveling Count",47,1,0.2,NA,4,"","","Team Baza  Location D4 Sonf 10 - 22.3469380.59498  22.3485580.59486  Mangoose","Transect","D4","PM",10,"",NA,NA,NA,"Sarhi","species",1
"S35366163","Alexandrine Parakeet","Psittacula eupatria",11587.4,2,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-19-2017","06:10 PM","eBird - Traveling Count",10,1,0.2,NA,3,"","","F3- Jamuntola - segment1    Uphill with high canopy Sal forest around ","Transect","F3","PM",1,"Sal 1.0",1,0,0,"Kisli","species",1
"S35323751","Alexandrine Parakeet","Psittacula eupatria",11587.4,1,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-20-2017","06:29 AM","eBird - Stationary Count",9,1,NA,NA,1,"","","","General","","AM",NA,"",NA,NA,NA,NA,"species",1
"S35340767","Alexandrine Parakeet","Psittacula eupatria",11587.4,1,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-20-2017","06:29 AM","eBird - Traveling Count",229,1,5,NA,5,"","","On safari","General","","AM",NA,"",NA,NA,NA,NA,"species",1
"S35531443","Alexandrine Parakeet","Psittacula eupatria",11587.4,5,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-20-2017","06:30 AM","eBird - Traveling Count",180,1,4,NA,6,"","","While doing Safari in the Kanha range, sunny day<br />Submitted from eBird Android 1.0.2","General","","AM",NA,"",NA,NA,NA,NA,"species",1
"S35323849","Alexandrine Parakeet","Psittacula eupatria",11587.4,13,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-20-2017","06:52 AM","eBird - Traveling Count",90,1,15,NA,6,"","","Safari. Garima, kailash, . Pintueli, rujuta","General","","AM",NA,"",NA,NA,NA,NA,"species",1
"S35364868","Alexandrine Parakeet","Psittacula eupatria",11587.4,2,"IN-MP","Mandla","Phen Wildlife Sanctuary",22.3848889,81.0338611,"03-18-2017","07:02 AM","eBird - Traveling Count",12,1,0.2,NA,2,"","","Phen Sanctuary  Team Bamanimatta  Ravi Dhongle  Dharmendra Pare","Transect","C12","AM",6,"Mix 1.0",0,1,0,"Phen","species",1
"S35364872","Alexandrine Parakeet","Psittacula eupatria",11587.4,1,"IN-MP","Mandla","Phen Wildlife Sanctuary",22.3919444,81.0292778,"03-18-2017","07:50 AM","eBird - Traveling Count",20,1,0.2,NA,2,"","","Phen Sanctuary  Team Bamanimatta  Ravi Dhongle  Dharmendra Pare","Transect","C12","AM",10,"Mix 1.0",0,1,0,"Phen","species",1
"S35364920","Alexandrine Parakeet","Psittacula eupatria",11587.4,3,"IN-MP","Mandla","Phen Wildlife Sanctuary",22.3371111,81.1069722,"03-19-2017","10:23 AM","eBird - Traveling Count",25,1,0.2,NA,2,"","","Phen Wildlife Sanctuary  Team Bamanimatta  Prayut Mandal  Vinod Thakre    Grid C13- Latawar Dadar","Transect","C13","AM",8,"Mix 1.0",0,1,0,"Phen","species",1
"S35364920","Alexandrine Parakeet","Psittacula eupatria",11587.4,3,"IN-MP","Mandla","Phen Wildlife Sanctuary",22.3371111,81.1069722,"03-19-2017","10:23 AM","eBird - Traveling Count",25,1,0.2,NA,2,"","","Phen Wildlife Sanctuary  Team Bamanimatta  Prayut Mandal  Vinod Thakre    Grid C13- Latawar Dadar","Transect","C13","AM",8,"Mix 1.0",0,1,0,"Phen","species",1
"S35323384","Rose-ringed Parakeet","Psittacula krameri",11587.47,2,"IN-MP","Balaghat","22.2605x80.9921 - 19-Mar-2017, 12:18 PM",22.260507,80.992128,"03-19-2017","12:18 PM","eBird - Traveling Count",17,1,0.6,NA,3,"","","","General","","PM",NA,"",NA,NA,NA,NA,"species",1
"S35365186","Rose-ringed Parakeet","Psittacula krameri",11587.47,1,"IN-MP","Balaghat","Grid H9 Transect,Segment 1, Jholar Range, Kanha Tiger Reserve",22.12003,80.8346,"03-18-2017","06:34 AM","eBird - Traveling Count",18,1,0.2,NA,6,"","Heard","Grid H9, Segment 1, clear and sunny, travelling towards north, mixed deciduous forest, canopy cover is 50%","Transect","H9","AM",1,"Mix 1.0",0,1,0,"Bhaisanghat","species",1
"S35365187","Rose-ringed Parakeet","Psittacula krameri",11587.47,1,"IN-MP","Balaghat","Grid H9 Transect,Segment 2, Jholar Range,Kanha Tiger Reserve",22.12137,80.83558,"03-18-2017","06:55 AM","eBird - Traveling Count",18,1,0.2,NA,6,"","","Grid - H9, Segment 2, clear and sunny, travelling towards north, mixed deciduous forest, canopy cover is 50%","Transect","H9","AM",2,"Mix 1.0",0,1,0,"Bhaisanghat","species",1
"S35365155","Rose-ringed Parakeet","Psittacula krameri",11587.47,2,"IN-MP","Balaghat","Grid H9 Transect,Segment 4, Jholar Range,Kanha Tiger Reserve",22.1245,80.83705,"03-18-2017","04:19 PM","eBird - Traveling Count",15,1,0.2,NA,5,"","","H9 Grid, Jholar Range, Segment 4","Transect","H9","PM",4,"Mix 1.0",0,1,0,"Bhaisanghat","species",1
"S35364955","Rose-ringed Parakeet","Psittacula krameri",11587.47,2,"IN-MP","Balaghat","Grid H9 Transect,Segment 9, Jholar Range, Kanha Tiger Reserve",22.13185,80.84068,"03-18-2017","06:00 PM","eBird - Traveling Count",20,1,0.2,NA,5,"","Inflight","H9 Grid, Jholar Range, Segment 9","Transect","H9","PM",9,"Mix 1.0",0,1,0,"Bhaisanghat","species",1
"S35365175","Rose-ringed Parakeet","Psittacula krameri",11587.47,2,"IN-MP","Balaghat","H10 Grid Transect, Segment 1, Sukhdi Range, Kanha Tiger Reserve",22.13902,80.89478,"03-19-2017","07:00 AM","eBird - Traveling Count",25,1,0.2,NA,5,"","","H10 grid, Segment 1, Transect passes through edge of forest  patch on a small hillock.. RHS of Transect is a 500m wide grass land patch and LHS is thick forest. Weather is sunny and sky is clear.","Transect","H10","AM",1,"",NA,NA,NA,"Bhaisanghat","species",1
"S35365172","Rose-ringed Parakeet","Psittacula krameri",11587.47,3,"IN-MP","Balaghat","H10 Grid Transect, Segment 4, Sukhdi Range, Kanha Tiger Reserve",22.13756,80.90007,"03-19-2017","08:34 AM","eBird - Traveling Count",16,1,0.2,NA,5,"","","H10 grid, Sukhdi Range, Segment 4. Transect cuts through shrub jungle and part forest on the top of a small hillock","Transect","H10","AM",4,"",NA,NA,NA,"Bhaisanghat","species",1
"S35365169","Rose-ringed Parakeet","Psittacula krameri",11587.47,2,"IN-MP","Balaghat","H10 Grid Transect, Segment 7, Sukhdi Range, Kanha Tiger Reserve",22.13623,80.90496,"03-19-2017","10:10 AM","eBird - Traveling Count",25,1,0.2,NA,5,"","Heard","Grid H10, Sukhdi Range, Segment 7, Partly dense vegetation and partly gorge in this segment with 60% canopy cover.","Transect","H10","AM",7,"",NA,NA,NA,"Bhaisanghat","species",1
"S35340891","Rose-ringed Parakeet","Psittacula krameri",11587.47,1,"IN-MP","Balaghat","IN - 22.173x80.831 - Mar 20, 2017 9:58 AM",22.1728617,80.8314367,"03-18-2017","07:35 AM","eBird - Traveling Count",15,1,0.2,NA,5,"","","G9 Advar segment 8","Transect","G9","AM",8,"",NA,NA,NA,"Bhaisanghat","species",1
"S35340905","Rose-ringed Parakeet","Psittacula krameri",11587.47,2,"IN-MP","Balaghat","IN-Madhya Pradesh-Adwar - 22.159x80.827 - Mar 18, 2017 6:17 AM",22.1591867,80.8265917,"03-18-2017","06:18 AM","eBird - Traveling Count",15,1,0.2,NA,5,"","","G9 Advar segment 1","Transect","G9","AM",1,"",NA,NA,NA,"Bhaisanghat","species",1
"S35323367","Rose-ringed Parakeet","Psittacula krameri",11587.47,6,"IN-MP","Balaghat","IN-Madhya Pradesh-SH26 - 22.2308x80.7902 - 20-Mar-2017, 6:08 AM",22.230785,80.790162,"03-20-2017","06:13 AM","eBird - Casual Observation",NA,0,NA,NA,3,"","","","General","","AM",NA,"",NA,NA,NA,NA,"species",1
"S35350579","Rose-ringed Parakeet","Psittacula krameri",11587.47,5,"IN-MP","Balaghat","Kanha_IN-Madhya Pradesh-Bilaikhar-Unnamed Road - 22.235x80.84",22.2353938,80.8404041,"03-20-2017","07:24 AM","eBird - Traveling Count",135,1,55,NA,4,"","","Photographs by Mr.Jitesh Pande  Bamni dadar.....Top highest most place of kanha    leaf bird","General","","AM",NA,"",NA,NA,NA,NA,"species",1
"S35306232","Rose-ringed Parakeet","Psittacula krameri",11587.47,3,"IN-MP","Mandla","IN-Madhya Pradesh-Kanha National Park - 22.3066x80.5215 - 18-Mar-2017, 6:40 PM",22.306559,80.521495,"03-18-2017","07:15 AM","eBird - Traveling Count",40,1,0.2,NA,5,"","","End   Lat: 22.336718  Long: 80.75937    Habitat type: Thick bamboo forest and fruiting trees    Quite a few birds were observed on these fruiting trees     C5 - segment2","Transect","C5","AM",2,"Mix 1.0",0,1,0,"Sarhi","species",1
"S35306235","Rose-ringed Parakeet","Psittacula krameri",11587.47,6,"IN-MP","Mandla","IN-Madhya Pradesh-Kanha National Park - 22.3066x80.5215 - 18-Mar-2017, 6:40 PM",22.306559,80.521495,"03-18-2017","07:55 AM","eBird - Traveling Count",20,1,0.2,NA,5,"","","End  Lat: 22.33471  Long: 80.65944    Habitat type: Thick bamboo forest    C5 - segment3","Transect","C5","AM",3,"Mix 1.0",0,1,0,"Sarhi","species",1
"S35306237","Rose-ringed Parakeet","Psittacula krameri",11587.47,4,"IN-MP","Mandla","IN-Madhya Pradesh-Kanha National Park - 22.3066x80.5215 - 18-Mar-2017, 6:40 PM",22.306559,80.521495,"03-18-2017","08:16 AM","eBird - Traveling Count",15,1,0.2,NA,5,"","","End  Lat: 22.333092  Long: 80.659518    Habitat type: Dry deciduous forest    C5 - segment4","Transect","C5","AM",4,"Mix 1.0",0,1,0,"Sarhi","species",1
"S35306241","Rose-ringed Parakeet","Psittacula krameri",11587.47,2,"IN-MP","Mandla","IN-Madhya Pradesh-Kanha National Park - 22.3066x80.5215 - 18-Mar-2017, 6:40 PM",22.306559,80.521495,"03-18-2017","08:47 AM","eBird - Traveling Count",23,1,0.2,NA,5,"","","End  Lat: 22.327788  Long: 80.65984    Habitat type: Grassland     C5 - segment6","Transect","C5","AM",6,"Grass 1.0",0,0,1,"Sarhi","species",1
"S35306246","Rose-ringed Parakeet","Psittacula krameri",11587.47,4,"IN-MP","Mandla","IN-Madhya Pradesh-Kanha National Park - 22.3066x80.5215 - 18-Mar-2017, 6:40 PM",22.306559,80.521495,"03-18-2017","09:20 AM","eBird - Traveling Count",10,1,0.2,NA,5,"","","End   Lat: 22.32917  Long: 80.659933    Habitat type: Dry, deciduous forest with bamboo     C5 - segment8","Transect","C5","AM",8,"Mix 1.0",0,1,0,"Sarhi","species",1
